personnel_id,date,month_idx,duty_hours,overtime_hours,night_shifts,consecutive_duty_days,rest_hours,workload_score,operational_intensity,schedule_irregularity,sleep_quality,fatigue_level,work_stress,mood_wellbeing,work_life_balance,job_satisfaction,recovery_quality,self_reported_strain,checkin_completion,attendance_change,leave_frequency_change,workload_change,sleep_change,routine_deviation,performance_change,schedule_change,recovery_change,is_deployed,dep_duration_days,dep_intensity,dep_hardship,dep_recovery_required,dep_type,dep_location,took_leave,leave_duration_days,leave_type,days_since_prev_leave,original_ref_id,age,gender,department,job_role,job_level,education_level,education_field,marital_status,distance_from_home,business_travel,overtime_eligible,total_working_years,years_in_service,years_in_current_role,years_since_last_promotion,years_with_curr_supervisor,baseline_env_satisfaction,baseline_job_satisfaction,baseline_job_involvement,baseline_work_life_balance,baseline_rel_satisfaction,performance_rating,training_times_last_year,monthly_income,percent_salary_hike,num_prior_organizations,hr_attrition_historical,baseline_available,history_periods_count,duty_hours_personal_mean,duty_hours_personal_std,duty_hours_personal_median,duty_hours_delta_vs_baseline,duty_hours_pct_change_vs_baseline,duty_hours_zscore_vs_baseline,duty_hours_lag1_diff,overtime_hours_personal_mean,overtime_hours_personal_std,overtime_hours_personal_median,overtime_hours_delta_vs_baseline,overtime_hours_pct_change_vs_baseline,overtime_hours_zscore_vs_baseline,overtime_hours_lag1_diff,night_shifts_personal_mean,night_shifts_personal_std,night_shifts_personal_median,night_shifts_delta_vs_baseline,night_shifts_pct_change_vs_baseline,night_shifts_zscore_vs_baseline,night_shifts_lag1_diff,consecutive_duty_days_personal_mean,consecutive_duty_days_personal_std,consecutive_duty_days_personal_median,consecutive_duty_days_delta_vs_baseline,consecutive_duty_days_pct_change_vs_baseline,consecutive_duty_days_zscore_vs_baseline,consecutive_duty_days_lag1_diff,rest_hours_personal_mean,rest_hours_personal_std,rest_hours_personal_median,rest_hours_delta_vs_baseline,rest_hours_pct_change_vs_baseline,rest_hours_zscore_vs_baseline,rest_hours_lag1_diff,workload_score_personal_mean,workload_score_personal_std,workload_score_personal_median,workload_score_delta_vs_baseline,workload_score_pct_change_vs_baseline,workload_score_zscore_vs_baseline,workload_score_lag1_diff,sleep_quality_personal_mean,sleep_quality_personal_std,sleep_quality_personal_median,sleep_quality_delta_vs_baseline,sleep_quality_pct_change_vs_baseline,sleep_quality_zscore_vs_baseline,sleep_quality_lag1_diff,fatigue_level_personal_mean,fatigue_level_personal_std,fatigue_level_personal_median,fatigue_level_delta_vs_baseline,fatigue_level_pct_change_vs_baseline,fatigue_level_zscore_vs_baseline,fatigue_level_lag1_diff,self_reported_strain_personal_mean,self_reported_strain_personal_std,self_reported_strain_personal_median,self_reported_strain_delta_vs_baseline,self_reported_strain_pct_change_vs_baseline,self_reported_strain_zscore_vs_baseline,self_reported_strain_lag1_diff,period_latent_strain_score,period_support_priority,target_support_priority_next_month,target_support_score_next_month,data_completeness
P-000343,2025-09-01,9,167.0,4.5,0,4,93.7,13.7,2,1.72,4.6,2.1,2.4,3.8,4.1,4.1,4.7,1.5,True,-0.0,-0.1,-0.225,0.026,0.041,0.049,0.062,0.193,0,0,1,1,False,None,Base,0,0,None,255,RM1220,29,Female,Research & Development,Laboratory Technician,1,4,Medical,Married,9,Travel_Rarely,No,9,5,3,1,2.0,4,3,3,3,3,3,2,2974,17,9,No,True,8,164.9,2.34,164.1,2.1,1.27,0.9,3.3,6.95,2.4,6.95,-2.45,-35.25,-1.02,-3.9,2.0,0.82,2.0,-2.0,-100.0,-2.45,-2.0,4.5,1.0,4.0,-0.5,-11.11,-0.5,0.0,90.82,4.24,91.5,2.88,3.17,0.68,-1.5,18.03,3.92,17.15,-4.33,-23.99,-1.1,-4.0,4.62,0.5,4.5,-0.03,-0.54,-0.05,0.1,1.3,0.5,1.2,0.8,61.53,1.6,1.1,1.42,0.5,1.45,0.07,5.26,0.15,0.3,23.1,GREEN,GREEN,17.0,1.0
P-000343,2025-10-01,10,173.8,9.5,1,5,94.4,20.2,2,1.64,4.4,1.7,1.8,4.7,3.6,3.9,5.0,1.4,True,-0.0,0.2,0.473,-0.042,0.04,-0.025,0.039,0.208,0,0,1,1,False,None,Base,1,13,Annual,90,RM1220,29,Female,Research & Development,Laboratory Technician,1,4,Medical,Married,9,Travel_Rarely,No,9,5,3,1,2.0,4,3,3,3,3,3,2,2974,17,9,No,True,9,165.52,2.52,165.35,8.28,5.0,3.28,6.8,6.98,2.36,6.95,2.53,36.2,1.07,5.0,1.75,1.26,2.0,-0.75,-42.85,-0.6,1.0,4.5,1.0,4.0,0.5,11.11,0.5,1.0,91.2,4.46,92.25,3.2,3.51,0.72,0.7,17.88,4.11,17.15,2.32,13.01,0.57,6.5,4.65,0.5,4.55,-0.25,-5.38,-0.5,-0.2,1.48,0.56,1.4,0.22,15.25,0.4,-0.4,1.55,0.5,1.6,-0.15,-9.68,-0.3,-0.1,17.0,GREEN,GREEN,17.1,1.0
P-000343,2025-11-01,11,172.8,5.9,2,5,99.1,19.7,2,1.88,4.9,1.5,1.3,4.2,3.8,4.7,4.4,1.4,True,-0.042,-0.1,-0.024,0.11,0.058,0.045,0.109,0.314,0,0,1,1,False,None,Base,0,0,None,90,RM1220,29,Female,Research & Development,Laboratory Technician,1,4,Medical,Married,9,Travel_Rarely,No,9,5,3,1,2.0,4,3,3,3,3,3,2,2974,17,9,No,True,10,166.9,4.91,165.35,5.9,3.54,1.2,-1.0,6.98,2.36,6.95,-1.07,-15.41,-0.46,-3.6,1.25,0.96,1.5,0.75,60.0,0.78,1.0,4.75,0.96,4.5,0.25,5.26,0.26,0.0,93.52,1.92,94.05,5.57,5.96,2.91,4.7,17.05,2.69,17.15,2.65,15.54,0.98,-0.5,4.5,0.5,4.5,0.4,8.89,0.8,0.5,1.65,0.5,1.75,-0.15,-9.09,-0.3,-0.2,1.48,0.5,1.45,-0.08,-5.08,-0.15,0.0,17.1,GREEN,GREEN,16.6,1.0
P-000343,2025-12-01,12,169.7,2.3,1,4,94.9,14.9,2,1.61,4.7,2.1,1.9,3.8,4.6,4.0,3.8,2.3,True,-0.0,-0.1,-0.242,-0.048,0.025,0.033,0.032,0.219,0,0,1,1,False,None,Base,0,0,None,90,RM1220,29,Female,Research & Development,Laboratory Technician,1,4,Medical,Married,9,Travel_Rarely,No,9,5,3,1,2.0,4,3,3,3,3,3,2,2974,17,9,No,True,11,169.32,4.8,169.9,0.38,0.22,0.08,-3.1,7.08,2.28,7.15,-4.78,-67.49,-2.09,-3.6,1.25,0.96,1.5,-0.25,-20.0,-0.26,-1.0,4.5,0.58,4.5,-0.5,-11.11,-0.87,-1.0,95.6,2.41,94.8,-0.7,-0.73,-0.29,-4.2,17.82,2.95,18.7,-2.92,-16.41,-0.99,-4.8,4.6,0.5,4.55,0.1,2.17,0.2,-0.2,1.58,0.5,1.6,0.53,33.33,1.05,0.6,1.38,0.5,1.4,0.92,67.27,1.85,0.9,16.6,GREEN,,,1.0
P-000344,2025-01-01,1,176.3,5.5,0,3,96.0,15.8,2,1.54,4.7,1.1,1.6,3.8,5.0,4.1,3.6,1.7,True,-0.017,-0.1,-0.472,0.166,0.007,0.089,0.012,0.244,0,0,1,1,False,None,Base,0,0,None,179,RM1221,36,Female,Sales,Sales Representative,2,4,Life Sciences,Single,2,Travel_Rarely,No,17,13,7,6,7.0,3,4,3,2,3,3,2,4502,15,3,No,False,0,188.77,1.0,188.77,-12.47,-6.6,-4.0,0.0,14.69,1.0,14.69,-9.19,-62.56,-4.0,0.0,3.22,1.0,3.22,-3.22,-100.0,-3.22,0.0,5.72,1.0,5.72,-2.72,-47.54,-2.72,0.0,79.68,1.0,79.68,16.32,20.48,4.0,0.0,35.69,1.0,35.69,-19.89,-55.73,-4.0,0.0,3.7,1.0,3.7,1.0,26.88,1.0,0.0,2.41,1.0,2.41,-1.31,-54.41,-1.31,0.0,2.22,1.0,2.22,-0.52,-23.32,-0.52,0.0,23.8,GREEN,GREEN,24.9,1.0
P-000344,2025-02-01,2,171.6,2.7,1,4,94.0,14.4,2,1.0,4.5,1.6,2.3,4.1,4.5,4.0,4.5,1.5,True,-0.082,-0.1,-0.092,-0.037,0.085,0.064,-0.143,0.199,0,0,1,1,False,None,Base,0,0,None,179,RM1221,36,Female,Sales,Sales Representative,2,4,Life Sciences,Single,2,Travel_Rarely,No,17,13,7,6,7.0,3,4,3,2,3,3,2,4502,15,3,No,False,1,176.3,1.0,176.3,-4.7,-2.67,-4.0,-4.7,5.5,1.0,5.5,-2.8,-50.91,-2.8,-2.8,0.0,1.0,0.0,1.0,300.0,1.0,1.0,3.0,1.0,3.0,1.0,33.33,1.0,1.0,96.0,1.0,96.0,-2.0,-2.08,-2.0,-2.0,15.8,1.0,15.8,-1.4,-8.86,-1.4,-1.4,4.7,1.0,4.7,-0.2,-4.26,-0.2,-0.2,1.1,1.0,1.1,0.5,45.45,0.5,0.5,1.7,1.0,1.7,-0.2,-11.76,-0.2,-0.2,24.9,GREEN,GREEN,29.1,1.0
P-000344,2025-03-01,3,175.2,4.7,0,3,92.5,15.7,2,1.51,,,,,,,,,False,-0.0,-0.1,0.091,0.016,0.012,0.024,0.003,0.166,0,0,1,1,False,None,Base,0,0,None,179,RM1221,36,Female,Sales,Sales Representative,2,4,Life Sciences,Single,2,Travel_Rarely,No,17,13,7,6,7.0,3,4,3,2,3,3,2,4502,15,3,No,False,2,173.95,3.32,173.95,1.25,0.72,0.38,3.6,4.1,1.98,4.1,0.6,14.63,0.3,2.0,0.5,0.71,0.5,-0.5,-99.98,-0.71,-1.0,3.5,0.71,3.5,-0.5,-14.29,-0.71,-1.0,95.0,1.41,95.0,-2.5,-2.63,-1.77,-1.5,15.1,0.99,15.1,0.6,3.97,0.61,1.3,4.6,0.5,4.6,,,,0.0,1.35,0.5,1.35,,,,0.0,1.6,0.5,1.6,,,,0.0,29.1,GREEN,YELLOW,37.5,0.62
P-000344,2025-04-01,4,175.6,6.4,1,5,91.2,18.6,2,1.01,,,,,,,,,False,-0.048,0.2,0.183,-0.108,0.072,-0.067,-0.141,0.139,1,26,2,2,False,Routine,Urban Base,1,11,Medical/Authorized,179,RM1221,36,Female,Sales,Sales Representative,2,4,Life Sciences,Single,2,Travel_Rarely,No,17,13,7,6,7.0,3,4,3,2,3,3,2,4502,15,3,No,True,3,174.37,2.46,175.2,1.23,0.71,0.5,0.4,4.3,1.44,4.7,2.1,48.84,1.46,1.7,0.33,0.58,0.0,0.67,199.94,1.15,1.0,3.33,0.58,3.0,1.67,50.0,2.89,2.0,94.17,1.76,94.0,-2.97,-3.15,-1.69,-1.3,15.3,0.78,15.7,3.3,21.57,4.0,2.9,4.6,0.5,4.6,,,,0.0,1.35,0.5,1.35,,,,0.0,1.6,0.5,1.6,,,,0.0,37.5,YELLOW,GREEN,30.1,0.62
P-000344,2025-05-01,5,173.1,13.7,1,5,86.7,22.8,2,1.48,4.2,1.6,1.9,3.2,4.7,4.6,4.8,1.6,True,-0.003,-0.1,0.226,0.033,0.009,0.077,-0.005,0.037,0,0,1,1,False,None,Base,0,0,None,179,RM1221,36,Female,Sales,Sales Representative,2,4,Life Sciences,Single,2,Travel_Rarely,No,17,13,7,6,7.0,3,4,3,2,3,3,2,4502,15,3,No,True,4,174.68,2.1,175.4,-1.58,-0.9,-0.75,-2.5,4.82,1.58,5.1,8.88,183.93,4.0,7.3,0.5,0.58,0.5,0.5,99.98,0.87,0.0,3.75,0.96,3.5,1.25,33.33,1.31,0.0,93.42,2.06,93.25,-6.72,-7.2,-3.26,-4.5,16.12,1.77,15.75,6.68,41.4,3.77,4.2,4.6,0.5,4.6,-0.4,-8.7,-0.8,0.0,1.35,0.5,1.35,0.25,18.52,0.5,0.0,1.6,0.5,1.6,0.0,0.0,0.0,0.0,30.1,GREEN,YELLOW,36.9,1.0
P-000344,2025-06-01,6,171.3,8.8,4,6,92.0,25.4,2,1.74,,,,,,,,,False,-0.029,-0.1,0.116,0.006,0.04,-0.044,0.07,0.156,0,0,1,1,False,None,Base,0,0,None,179,RM1221,36,Female,Sales,Sales Representative,2,4,Life Sciences,Single,2,Travel_Rarely,No,17,13,7,6,7.0,3,4,3,2,3,3,2,4502,15,3,No,True,5,173.88,1.87,174.15,-2.57,-1.48,-1.38,-1.8,6.88,4.79,5.55,1.93,28.0,0.4,-4.9,0.75,0.5,1.0,3.25,300.0,4.0,3.0,4.25,0.96,4.5,1.75,41.18,1.83,1.0,91.1,3.15,91.85,0.9,0.99,0.29,5.3,17.88,3.72,17.15,7.52,42.1,2.02,2.6,4.35,0.5,4.35,,,,0.0,1.6,0.5,1.6,,,,0.0,1.55,0.5,1.55,,,,0.0,36.9,YELLOW,GREEN,18.9,0.62
P-000344,2025-07-01,7,181.4,4.8,2,5,96.8,20.5,2,1.0,4.8,1.4,1.4,4.6,4.4,3.6,4.5,2.1,True,-0.0,0.2,-0.192,0.133,0.101,0.039,-0.143,0.261,0,0,1,1,False,None,Base,1,10,Casual,90,RM1221,36,Female,Sales,Sales Representative,2,4,Life Sciences,Single,2,Travel_Rarely,No,17,13,7,6,7.0,3,4,3,2,3,3,2,4502,15,3,No,True,6,173.8,1.99,174.15,7.6,4.37,3.81,10.1,8.4,3.91,7.6,-3.6,-42.86,-0.92,-4.0,1.5,1.73,1.0,0.5,33.33,0.29,-2.0,4.75,1.26,5.0,0.25,5.26,0.2,-1.0,90.6,2.65,91.6,6.2,6.84,2.34,4.8,20.62,4.32,20.7,-0.12,-0.61,-0.03,-4.9,4.2,1.0,4.2,0.6,14.29,0.6,0.0,1.6,1.0,1.6,-0.2,-12.5,-0.2,0.0,1.6,1.0,1.6,0.5,31.25,0.5,0.0,18.9,GREEN,GREEN,19.8,1.0
P-000344,2025-08-01,8,185.1,9.8,1,4,90.9,24.3,2,1.66,4.0,2.2,1.0,4.1,4.1,4.3,4.0,1.5,True,-0.019,-0.1,0.185,-0.168,0.033,-0.064,0.045,0.131,0,0,1,1,False,None,Base,0,0,None,90,RM1221,36,Female,Sales,Sales Representative,2,4,Life Sciences,Single,2,Travel_Rarely,No,17,13,7,6,7.0,3,4,3,2,3,3,2,4502,15,3,No,True,7,175.35,4.4,174.35,9.75,5.56,2.21,3.7,8.42,3.88,7.6,1.38,16.32,0.35,5.0,2.0,1.41,1.5,-1.0,-50.0,-0.71,-1.0,5.25,0.5,5.0,-1.25,-23.81,-2.5,-1.0,91.68,4.14,91.6,-0.77,-0.85,-0.19,-5.9,21.82,2.94,21.65,2.48,11.34,0.84,3.8,4.5,0.5,4.5,-0.5,-11.11,-1.0,-0.8,1.5,0.5,1.5,0.7,46.66,1.4,0.8,1.85,0.5,1.85,-0.35,-18.92,-0.7,-0.6,19.8,GREEN,GREEN,19.1,1.0
P-000344,2025-09-01,9,180.6,5.5,1,5,89.2,20.3,2,1.0,4.9,2.3,2.0,3.8,4.1,3.4,3.6,2.4,True,-0.0,-0.1,-0.165,0.221,0.084,0.002,-0.143,0.093,0,0,1,1,False,None,Base,0,0,None,90,RM1221,36,Female,Sales,Sales Representative,2,4,Life Sciences,Single,2,Travel_Rarely,No,17,13,7,6,7.0,3,4,3,2,3,3,2,4502,15,3,No,True,8,177.72,6.6,177.25,2.88,1.62,0.44,-4.5,9.28,3.66,9.3,-3.78,-40.7,-1.03,-4.3,2.0,1.41,1.5,-1.0,-50.0,-0.71,0.0,5.0,0.82,5.0,0.0,0.0,0.0,1.0,91.6,4.15,91.45,-2.4,-2.62,-0.58,-1.7,23.25,2.12,23.55,-2.95,-12.69,-1.39,-4.0,4.33,0.5,4.2,0.57,13.08,1.13,0.9,1.73,0.5,1.6,0.57,32.69,1.13,0.1,1.73,0.5,1.6,0.67,38.46,1.33,0.9,19.1,GREEN,GREEN,21.5,1.0
P-000344,2025-10-01,10,180.9,9.4,1,6,90.1,23.6,2,1.46,3.3,1.7,2.0,4.1,4.7,4.3,4.2,1.9,True,-0.0,0.2,0.164,-0.332,0.007,-0.149,-0.013,0.113,0,0,1,1,False,None,Base,1,13,Annual,90,RM1221,36,Female,Sales,Sales Representative,2,4,Life Sciences,Single,2,Travel_Rarely,No,17,13,7,6,7.0,3,4,3,2,3,3,2,4502,15,3,No,True,9,179.6,5.87,181.0,1.3,0.72,0.22,0.3,7.22,2.45,7.15,2.17,30.1,0.89,3.9,2.0,1.41,1.5,-1.0,-50.0,-0.71,0.0,5.0,0.82,5.0,1.0,20.0,1.22,1.0,92.22,3.26,91.45,-2.13,-2.3,-0.65,0.9,22.62,2.61,22.4,0.98,4.31,0.37,3.3,4.57,0.5,4.8,-1.27,-27.74,-2.53,-1.6,1.97,0.5,2.2,-0.27,-13.56,-0.53,-0.6,2.0,0.5,2.1,-0.1,-5.0,-0.2,-0.5,21.5,GREEN,GREEN,15.9,1.0
P-000344,2025-11-01,11,176.9,7.6,0,3,93.8,17.9,2,1.76,4.5,1.0,1.8,3.6,4.0,4.1,4.2,1.5,True,-0.0,-0.1,-0.243,0.377,0.048,0.142,0.074,0.195,0,0,1,1,False,None,Base,0,0,None,90,RM1221,36,Female,Sales,Sales Representative,2,4,Life Sciences,Single,2,Travel_Rarely,No,17,13,7,6,7.0,3,4,3,2,3,3,2,4502,15,3,No,True,10,182.0,2.09,181.15,-5.1,-2.8,-2.44,-4.0,7.38,2.59,7.45,0.22,3.05,0.09,-1.8,1.25,0.5,1.0,-1.25,-99.99,-2.5,-1.0,5.0,0.82,5.0,-2.0,-40.0,-2.45,-3.0,91.75,3.44,90.5,2.05,2.23,0.6,3.7,22.18,2.07,22.05,-4.28,-19.28,-2.06,-5.7,4.25,0.75,4.4,0.25,5.88,0.33,1.2,1.9,0.5,1.95,-0.9,-47.37,-1.8,-0.7,1.98,0.5,2.0,-0.48,-24.05,-0.95,-0.4,15.9,GREEN,GREEN,23.0,1.0
P-000344,2025-12-01,12,180.3,9.8,2,6,91.3,24.5,2,1.24,3.8,1.4,2.0,3.7,3.8,4.0,4.1,1.5,True,-0.025,-0.1,0.37,-0.147,0.047,-0.013,-0.075,0.141,0,0,1,1,False,None,Base,0,0,None,90,RM1221,36,Female,Sales,Sales Representative,2,4,Life Sciences,Single,2,Travel_Rarely,No,17,13,7,6,7.0,3,4,3,2,3,3,2,4502,15,3,No,True,11,180.88,3.35,180.75,-0.57,-0.32,-0.17,3.4,8.07,1.97,8.5,1.73,21.36,0.88,2.2,0.75,0.5,1.0,1.25,166.64,2.5,2.0,4.5,1.29,4.5,1.5,33.33,1.16,3.0,91.0,1.99,90.5,0.3,0.33,0.15,-2.5,21.52,2.98,21.95,2.98,13.82,1.0,6.6,4.18,0.69,4.25,-0.38,-8.98,-0.54,-0.7,1.8,0.59,1.95,-0.4,-22.22,-0.67,0.4,1.83,0.5,1.7,-0.33,-17.81,-0.65,0.0,23.0,GREEN,,,1.0
P-000345,2025-01-01,1,179.2,5.6,1,3,91.2,18.7,2,1.25,3.6,1.7,2.6,5.0,4.0,4.5,4.4,1.9,True,-0.0,-0.1,-0.375,-0.108,0.045,0.004,-0.072,0.138,0,0,1,1,False,None,Base,0,0,None,77,RM1222,45,Male,Research & Development,Healthcare Representative,3,1,Life Sciences,Married,1,Non-Travel,No,25,23,15,14,4.0,3,3,2,2,4,4,3,10748,23,3,No,False,0,188.77,1.0,188.77,-9.57,-5.07,-4.0,0.0,14.69,1.0,14.69,-9.09,-61.88,-4.0,0.0,3.22,1.0,3.22,-2.22,-68.98,-2.22,0.0,5.72,1.0,5.72,-2.72,-47.54,-2.72,0.0,79.68,1.0,79.68,11.52,14.46,4.0,0.0,35.69,1.0,35.69,-16.99,-47.61,-4.0,0.0,3.7,1.0,3.7,-0.1,-2.81,-0.1,0.0,2.41,1.0,2.41,-0.71,-29.55,-0.71,0.0,2.22,1.0,2.22,-0.32,-14.3,-0.32,0.0,17.9,GREEN,GREEN,14.5,1.0
P-000345,2025-02-01,2,176.8,1.2,0,5,95.2,16.8,2,1.98,4.2,1.3,2.3,3.7,3.8,3.1,4.2,1.3,True,-0.05,0.2,-0.103,0.183,0.076,0.036,0.138,0.226,0,0,1,1,False,None,Base,1,9,Medical/Authorized,77,RM1222,45,Male,Research & Development,Healthcare Representative,3,1,Life Sciences,Married,1,Non-Travel,No,25,23,15,14,4.0,3,3,2,2,4,4,3,10748,23,3,No,False,1,179.2,1.0,179.2,-2.4,-1.34,-2.4,-2.4,5.6,1.0,5.6,-4.4,-78.57,-4.0,-4.4,1.0,1.0,1.0,-1.0,-99.99,-1.0,-1.0,3.0,1.0,3.0,2.0,66.66,2.0,2.0,91.2,1.0,91.2,4.0,4.39,4.0,4.0,18.7,1.0,18.7,-1.9,-10.16,-1.9,-1.9,3.6,1.0,3.6,0.6,16.67,0.6,0.6,1.7,1.0,1.7,-0.4,-23.53,-0.4,-0.4,1.9,1.0,1.9,-0.6,-31.58,-0.6,-0.6,14.5,GREEN,GREEN,21.9,1.0
P-000345,2025-03-01,3,176.9,10.4,2,5,93.9,22.6,2,1.33,3.7,1.8,2.7,3.8,4.0,3.6,4.6,1.5,True,-0.0,-0.1,0.343,-0.119,0.025,-0.066,-0.05,0.198,0,0,1,1,False,None,Base,0,0,None,77,RM1222,45,Male,Research & Development,Healthcare Representative,3,1,Life Sciences,Married,1,Non-Travel,No,25,23,15,14,4.0,3,3,2,2,4,4,3,10748,23,3,No,False,2,178.0,1.7,178.0,-1.1,-0.62,-0.65,0.1,3.4,3.11,3.4,7.0,205.88,2.25,9.2,0.5,0.71,0.5,1.5,299.94,2.12,2.0,4.0,1.41,4.0,1.0,25.0,0.71,0.0,93.2,2.83,93.2,0.7,0.75,0.25,-1.3,17.75,1.34,17.75,4.85,27.32,3.61,5.8,3.9,0.5,3.9,-0.2,-5.13,-0.4,-0.5,1.5,0.5,1.5,0.3,20.0,0.6,0.5,1.6,0.5,1.6,-0.1,-6.25,-0.2,0.2,21.9,GREEN,GREEN,27.7,1.0
P-000345,2025-04-01,4,182.6,8.7,2,5,93.2,24.7,3,1.61,3.7,1.4,2.2,5.0,4.0,4.4,3.0,1.8,True,-0.0,-0.1,0.095,0.005,0.031,0.095,0.03,0.183,1,20,3,2,False,Routine,Urban Base,0,0,None,77,RM1222,45,Male,Research & Development,Healthcare Representative,3,1,Life Sciences,Married,1,Non-Travel,No,25,23,15,14,4.0,3,3,2,2,4,4,3,10748,23,3,No,True,3,177.63,1.36,176.9,4.97,2.8,3.66,5.7,5.73,4.6,5.6,2.97,51.74,0.64,-1.7,1.0,1.0,1.0,1.0,99.99,1.0,0.0,4.33,1.15,5.0,0.67,15.38,0.58,0.0,93.43,2.04,93.9,-0.23,-0.25,-0.11,-0.7,19.37,2.96,18.7,5.33,27.54,1.8,2.1,3.83,0.5,3.7,-0.13,-3.48,-0.27,0.0,1.6,0.5,1.7,-0.2,-12.5,-0.4,-0.4,1.57,0.5,1.5,0.23,14.89,0.47,0.3,27.7,GREEN,GREEN,16.7,1.0
P-000345,2025-05-01,5,176.4,9.8,2,4,92.4,22.9,2,1.76,4.6,1.9,2.2,4.3,3.6,4.1,4.1,1.2,True,-0.0,-0.1,-0.072,0.232,0.054,0.017,0.075,0.164,0,0,1,1,False,None,Base,0,0,None,77,RM1222,45,Male,Research & Development,Healthcare Representative,3,1,Life Sciences,Married,1,Non-Travel,No,25,23,15,14,4.0,3,3,2,2,4,4,3,10748,23,3,No,True,4,178.88,2.72,178.05,-2.47,-1.38,-0.91,-6.2,6.48,4.04,7.15,3.33,51.35,0.82,1.1,1.25,0.96,1.5,0.75,60.0,0.78,0.0,4.5,1.0,5.0,-0.5,-11.11,-0.5,-1.0,93.38,1.67,93.55,-0.97,-1.04,-0.58,-0.8,20.7,3.6,20.65,2.2,10.63,0.61,-1.8,3.8,0.5,3.7,0.8,21.05,1.6,0.9,1.55,0.5,1.55,0.35,22.58,0.7,0.5,1.62,0.5,1.65,-0.43,-26.15,-0.85,-0.6,16.7,GREEN,GREEN,16.4,1.0
P-000345,2025-06-01,6,171.7,2.2,2,3,94.0,16.8,2,1.65,3.9,1.6,1.2,4.7,4.2,4.0,3.7,1.7,True,-0.044,-0.1,-0.267,-0.145,0.035,-0.025,0.043,0.2,0,0,1,1,False,None,Base,0,0,None,77,RM1222,45,Male,Research & Development,Healthcare Representative,3,1,Life Sciences,Married,1,Non-Travel,No,25,23,15,14,4.0,3,3,2,2,4,4,3,10748,23,3,No,True,5,178.18,2.96,176.85,-6.47,-3.63,-2.19,-4.7,7.52,4.28,9.25,-5.32,-70.76,-1.25,-7.6,1.5,1.0,2.0,0.5,33.33,0.5,0.0,4.75,0.5,5.0,-1.75,-36.84,-3.5,-1.0,93.68,1.19,93.55,0.32,0.35,0.27,1.6,21.75,3.43,22.75,-4.95,-22.76,-1.44,-6.1,4.05,0.5,3.95,-0.15,-3.7,-0.3,-0.7,1.6,0.5,1.6,0.0,0.0,0.0,-0.3,1.45,0.5,1.4,0.25,17.24,0.5,0.5,16.4,GREEN,GREEN,22.4,1.0
P-000345,2025-07-01,7,182.2,4.5,4,4,91.7,26.2,2,1.77,4.5,1.5,2.2,3.8,4.0,4.2,4.5,1.7,True,-0.056,-0.1,0.56,0.138,0.069,0.034,0.077,0.149,0,0,1,1,False,None,Base,0,0,None,77,RM1222,45,Male,Research & Development,Healthcare Representative,3,1,Life Sciences,Married,1,Non-Travel,No,25,23,15,14,4.0,3,3,2,2,4,4,3,10748,23,3,No,True,6,176.9,4.46,176.65,5.3,3.0,1.19,10.5,7.78,3.78,9.25,-3.28,-42.12,-0.87,2.3,2.0,0.5,2.0,2.0,100.0,4.0,2.0,4.25,0.96,4.5,-0.25,-5.88,-0.26,1.0,93.38,0.74,93.55,-1.67,-1.79,-2.26,-2.3,21.75,3.43,22.75,4.45,20.46,1.3,9.4,3.97,0.5,3.8,0.53,13.21,1.05,0.6,1.68,0.5,1.7,-0.18,-10.45,-0.35,-0.1,1.55,0.5,1.6,0.15,9.68,0.3,0.0,22.4,GREEN,GREEN,25.6,1.0
P-000345,2025-08-01,8,176.9,3.7,0,5,93.7,17.7,2,1.77,4.3,2.3,2.0,4.3,5.0,4.4,3.9,1.6,True,-0.037,0.2,-0.327,-0.038,0.053,-0.038,0.077,0.193,0,0,1,1,False,None,Base,1,13,Annual,180,RM1222,45,Male,Research & Development,Healthcare Representative,3,1,Life Sciences,Married,1,Non-Travel,No,25,23,15,14,4.0,3,3,2,2,4,4,3,10748,23,3,No,True,7,178.22,5.19,179.3,-1.32,-0.74,-0.26,-5.3,6.3,3.56,6.6,-2.6,-41.27,-0.73,-0.8,2.5,1.0,2.0,-2.5,-100.0,-2.5,-4.0,4.0,0.82,4.0,1.0,25.0,1.22,1.0,92.82,0.99,92.8,0.88,0.94,0.88,2.0,22.65,4.13,23.8,-4.95,-21.85,-1.2,-8.5,4.18,0.5,4.2,0.12,2.99,0.25,-0.2,1.6,0.5,1.55,0.7,43.75,1.4,0.8,1.6,0.5,1.7,0.0,0.0,0.0,-0.1,25.6,GREEN,GREEN,26.9,1.0
