personnel_id,original_ref_id,age,gender,department,job_role,job_level,education_level,education_field,marital_status,distance_from_home,business_travel,overtime_eligible,total_working_years,years_in_service,years_in_current_role,years_since_last_promotion,years_with_curr_supervisor,baseline_env_satisfaction,baseline_job_satisfaction,baseline_job_involvement,baseline_work_life_balance,baseline_rel_satisfaction,performance_rating,training_times_last_year,monthly_income,percent_salary_hike,num_prior_organizations,hr_attrition_historical
P-000472,RM1338,28,Female,Sales,Sales Representative,1,3,Medical,Married,3,Travel_Rarely,No,1,1,0,0,0.0,2,2,3,3,4,3,3,2856,19,1,No
P-000473,RM1339,30,Male,Sales,Sales Representative,1,3,Medical,Single,9,Travel_Rarely,No,1,1,0,0,0.0,2,4,3,2,3,3,3,1081,13,1,Yes
P-000474,RM134,41,Male,Sales,Sales Executive,3,1,Life Sciences,Divorced,9,Travel_Rarely,Yes,12,9,7,0,7.0,3,3,3,3,3,3,2,8189,13,3,No
P-000475,RM1340,22,Male,Research & Development,Research Scientist,1,1,Life Sciences,Single,7,Travel_Rarely,Yes,1,1,0,0,0.0,4,2,3,3,1,4,2,2472,23,1,Yes
P-000476,RM1341,36,Female,Sales,Sales Executive,2,4,Technical Degree,Married,10,Travel_Rarely,Yes,10,10,9,1,7.0,2,3,2,3,1,3,4,5673,13,1,No
P-000477,RM1342,31,Male,Research & Development,Laboratory Technician,2,3,Life Sciences,Divorced,20,Travel_Rarely,No,10,10,8,0,2.0,2,3,3,3,1,3,2,4197,11,1,No
P-000478,RM1343,34,Male,Sales,Sales Executive,3,3,Life Sciences,Married,4,Travel_Rarely,Yes,9,5,3,1,0.0,3,4,3,3,4,3,3,9713,13,2,No
P-000479,RM1344,29,Male,Research & Development,Laboratory Technician,1,3,Life Sciences,Single,7,Travel_Rarely,No,11,3,2,1,2.0,4,1,3,3,2,3,2,2062,14,3,No
P-000480,RM1345,37,Male,Research & Development,Research Scientist,2,4,Medical,Married,7,Travel_Rarely,Yes,16,5,3,0,4.0,4,1,3,3,3,4,2,4284,22,5,No
P-000481,RM1346,35,Female,Research & Development,Manufacturing Director,2,2,Other,Married,16,Travel_Rarely,Yes,4,3,2,0,2.0,4,2,2,3,4,3,2,4788,11,0,No
P-000482,RM1347,45,Female,Research & Development,Manufacturing Director,2,2,Life Sciences,Married,25,Travel_Rarely,No,10,9,8,3,8.0,2,4,2,2,4,3,2,5906,13,0,No
P-000483,RM1348,36,Male,Human Resources,Human Resources,2,1,Human Resources,Single,2,Travel_Frequently,No,10,10,1,0,8.0,2,4,2,2,4,4,2,3886,21,1,No
P-000484,RM1349,40,Male,Research & Development,Manager,4,4,Life Sciences,Divorced,1,Travel_Rarely,No,22,19,7,11,16.0,1,1,3,3,1,3,3,16823,11,2,No
P-000485,RM135,26,Female,Human Resources,Human Resources,1,1,Life Sciences,Married,25,Travel_Rarely,No,8,8,7,5,7.0,3,3,3,3,4,4,3,2942,23,1,No
P-000486,RM1350,26,Female,Research & Development,Research Scientist,1,2,Life Sciences,Married,1,Travel_Rarely,Yes,1,1,0,1,0.0,2,3,2,2,3,3,3,2933,13,1,No
P-000487,RM1351,27,Female,Sales,Sales Executive,2,2,Medical,Single,2,Travel_Rarely,No,9,8,7,0,7.0,1,3,4,2,2,3,5,6500,14,0,No
P-000488,RM1352,48,Female,Research & Development,Manager,4,3,Medical,Divorced,22,Travel_Frequently,No,24,22,17,4,7.0,4,4,3,3,2,3,3,17174,11,3,No
P-000489,RM1353,44,Male,Research & Development,Healthcare Representative,2,4,Life Sciences,Married,1,Travel_Rarely,No,10,2,0,2,2.0,2,1,4,3,4,3,5,5033,15,2,No
P-000490,RM1354,34,Male,Research & Development,Research Scientist,1,4,Technical Degree,Married,16,Non-Travel,Yes,5,5,2,3,0.0,4,1,1,3,2,4,2,2307,23,1,Yes
P-000491,RM1355,56,Male,Research & Development,Laboratory Technician,1,2,Life Sciences,Single,24,Travel_Rarely,No,5,4,2,1,0.0,1,4,3,3,4,3,3,2587,16,1,Yes
P-000492,RM1356,36,Male,Sales,Sales Executive,2,2,Marketing,Married,17,Travel_Rarely,No,12,4,2,1,3.0,3,2,2,1,3,3,1,5507,16,2,No
P-000493,RM1357,41,Female,Sales,Sales Executive,2,3,Marketing,Married,8,Travel_Rarely,No,14,5,4,1,4.0,3,2,3,3,3,4,3,4393,21,5,No
P-000494,RM1358,42,Male,Research & Development,Research Director,3,3,Medical,Married,6,Travel_Rarely,No,18,13,7,5,7.0,3,1,3,4,2,3,3,13348,13,9,No
P-000495,RM1359,31,Female,Sales,Sales Executive,2,2,Medical,Divorced,10,Travel_Rarely,Yes,8,5,2,1,4.0,3,4,3,3,4,3,2,6583,11,2,No
P-000496,RM136,36,Male,Research & Development,Manufacturing Director,2,2,Medical,Divorced,6,Travel_Rarely,No,7,3,2,0,1.0,2,2,3,3,4,4,0,4941,20,6,No
P-000497,RM1360,34,Female,Sales,Sales Executive,2,1,Medical,Married,3,Travel_Rarely,Yes,9,4,2,0,1.0,4,4,2,2,3,3,3,8103,12,3,No
P-000498,RM1361,31,Female,Research & Development,Laboratory Technician,1,3,Medical,Divorced,4,Travel_Rarely,No,4,2,2,2,2.0,1,3,4,2,2,3,0,3978,12,8,No
P-000499,RM1362,26,Male,Research & Development,Laboratory Technician,1,3,Other,Married,6,Travel_Frequently,No,8,7,7,7,7.0,3,4,4,3,1,3,3,2544,18,0,No
P-000500,RM1363,45,Male,Research & Development,Healthcare Representative,2,4,Medical,Single,1,Travel_Frequently,No,12,4,2,0,3.0,2,3,3,3,3,3,3,5399,12,4,No
P-000501,RM1364,33,Male,Sales,Sales Executive,2,4,Marketing,Single,10,Travel_Rarely,No,10,10,4,0,9.0,2,3,3,2,2,3,2,5487,14,1,No
P-000502,RM1365,28,Male,Sales,Sales Executive,2,2,Life Sciences,Married,1,Travel_Frequently,Yes,7,7,7,0,7.0,3,4,2,3,3,3,2,6834,12,1,No
P-000503,RM1366,29,Male,Sales,Sales Representative,1,3,Technical Degree,Single,24,Travel_Frequently,No,1,1,0,0,0.0,3,1,4,3,4,3,3,1091,17,1,Yes
P-000504,RM1367,39,Female,Sales,Sales Executive,2,4,Life Sciences,Married,21,Non-Travel,No,10,3,2,1,2.0,1,3,1,3,3,3,1,5736,19,6,No
P-000505,RM1368,27,Male,Research & Development,Research Scientist,1,4,Technical Degree,Married,2,TravelRarely,No,6,5,3,1,2.0,2,2,3,2,3,3,3,2226,11,1,No
P-000506,RM1369,34,Male,Research & Development,Research Scientist,2,4,Other,Married,22,Travel_Frequently,Yes,16,15,10,6,11.0,3,4,2,3,2,3,3,5747,15,1,No
P-000507,RM137,51,Male,Research & Development,Manufacturing Director,3,4,Life Sciences,Single,8,Travel_Frequently,No,18,4,2,0,3.0,1,4,1,3,4,3,2,10650,15,2,Yes
P-000508,RM1370,28,Female,Sales,Sales Executive,2,2,Marketing,Single,13,Travel_Rarely,Yes,6,2,0,2,2.0,4,3,3,3,4,3,0,9854,11,3,Yes
P-000509,RM1371,47,Male,Research & Development,Research Scientist,2,4,Technical Degree,Married,14,Non-Travel,No,16,8,7,1,7.0,3,2,3,4,3,3,4,5467,18,8,No
P-000510,RM1372,56,Female,Sales,Sales Executive,2,5,Marketing,Married,11,Travel_Rarely,No,6,0,0,0,0.0,4,1,2,3,3,3,3,5380,16,4,No
P-000511,RM1373,39,Male,Research & Development,Manufacturing Director,2,2,Medical,Married,9,Travel_Rarely,No,10,10,0,7,9.0,1,1,3,3,4,4,3,5151,25,1,No
P-000512,RM1374,38,Female,Research & Development,Research Scientist,2,3,Medical,Divorced,8,Travel_Frequently,Yes,20,20,11,0,7.0,4,2,2,3,3,3,3,2133,16,1,No
P-000513,RM1375,58,Female,Sales,Manager,4,3,Life Sciences,Married,21,Travel_Rarely,Yes,29,1,0,0,0.0,4,4,3,2,3,3,2,17875,13,4,No
P-000514,RM1376,32,Female,Research & Development,Research Scientist,1,2,Life Sciences,Single,5,Travel_Frequently,Yes,8,4,1,0,3.0,1,3,4,3,1,3,2,2432,14,3,Yes
P-000515,RM1377,38,Male,Research & Development,Research Scientist,1,2,Life Sciences,Divorced,9,Travel_Rarely,No,10,5,2,0,3.0,2,4,3,4,4,3,0,4771,19,2,No
P-000516,RM1378,49,Male,Research & Development,Research Director,5,1,Life Sciences,Married,2,Travel_Frequently,No,28,5,4,4,3.0,2,4,3,3,4,3,3,19161,15,3,No
P-000517,RM1379,42,Male,Sales,Sales Executive,2,4,Marketing,Divorced,12,Travel_Rarely,Yes,14,0,0,0,0.0,2,4,3,3,3,3,4,5087,12,3,No
P-000518,RM138,39,Female,Sales,Sales Executive,2,4,Life Sciences,Married,4,Travel_Rarely,No,17,15,11,5,9.0,4,3,2,4,3,3,1,5902,14,4,No
P-000519,RM1380,27,Female,Human Resources,Human Resources,1,3,Human Resources,Married,22,Travel_Frequently,No,1,1,0,0,0.0,1,2,2,3,1,3,2,2863,12,1,Yes
P-000520,RM1381,35,Male,Sales,Sales Executive,2,4,Medical,Married,18,Travel_Rarely,No,6,5,3,0,4.0,2,1,3,1,4,3,2,5561,16,0,No
P-000521,RM1382,28,Male,Research & Development,Research Scientist,1,3,Medical,Single,16,Non-Travel,No,5,5,3,1,4.0,3,3,3,2,3,3,3,2144,14,1,No
P-000522,RM1383,31,Male,Research & Development,Research Scientist,1,2,Medical,Divorced,3,Non-Travel,Yes,4,4,2,2,3.0,3,1,3,4,4,3,3,3065,13,1,No
P-000523,RM1384,36,Male,Research & Development,Laboratory Technician,1,4,Life Sciences,Married,9,Non-Travel,No,5,5,4,0,2.0,1,2,4,3,2,4,3,2810,22,1,No
P-000524,RM1385,34,Male,Sales,Sales Executive,3,3,Marketing,Single,1,Travel_Rarely,No,14,14,8,2,1.0,1,4,3,2,1,4,3,9888,21,1,No
P-000525,RM1386,34,Male,Sales,Sales Executive,3,4,Medical,Divorced,13,Travel_Rarely,No,9,8,7,1,1.0,4,3,3,2,3,3,2,8628,18,1,No
P-000526,RM1387,26,Male,Research & Development,Laboratory Technician,1,3,Medical,Single,1,Travel_Rarely,No,8,7,7,7,6.0,3,1,3,2,4,3,6,2867,13,0,No
P-000527,RM1388,29,Male,Research & Development,Healthcare Representative,2,3,Life Sciences,Married,1,Travel_Rarely,No,6,5,3,0,2.0,1,1,3,2,1,3,5,5373,12,0,No
P-000528,RM1389,32,Female,Research & Development,Healthcare Representative,2,4,Medical,Divorced,15,Non-Travel,No,9,5,1,1,2.0,3,4,3,3,2,3,6,6667,18,5,No
P-000529,RM139,25,Male,Sales,Sales Executive,2,3,Life Sciences,Married,28,Travel_Rarely,No,6,2,2,2,3.0,1,3,2,3,4,3,3,8639,18,2,No
P-000530,RM1390,31,Male,Research & Development,Research Scientist,2,3,Life Sciences,Married,1,Travel_Frequently,No,10,10,8,8,7.0,4,1,1,3,2,4,6,5003,21,1,No
P-000531,RM1391,28,Male,Research & Development,Laboratory Technician,1,3,Technical Degree,Divorced,17,Travel_Rarely,No,6,4,1,0,3.0,3,4,2,2,1,3,2,2367,12,5,Yes
P-000532,RM1392,38,Male,Sales,Sales Representative,1,3,Life Sciences,Single,1,Travel_Rarely,No,20,1,0,0,0.0,1,1,2,2,1,3,3,2858,14,4,No
P-000533,RM1393,35,Female,Sales,Sales Executive,2,4,Life Sciences,Married,7,Travel_Rarely,Yes,10,10,8,0,9.0,3,4,3,3,4,3,2,5204,11,1,No
P-000534,RM1394,27,Male,Sales,Sales Executive,2,3,Marketing,Single,9,Travel_Rarely,No,7,7,7,0,7.0,4,4,3,3,1,3,5,4105,14,1,No
P-000535,RM1395,32,Male,Research & Development,Manufacturing Director,2,4,Life Sciences,Single,5,Travel_Rarely,No,8,1,0,0,0.0,4,4,2,3,2,4,1,9679,24,8,No
P-000536,RM1396,31,Male,Sales,Sales Executive,2,4,Marketing,Married,26,Travel_Frequently,Yes,10,10,7,0,8.0,1,4,3,3,3,3,4,5617,11,1,Yes
P-000537,RM1397,53,Male,Sales,Sales Executive,3,4,Life Sciences,Single,24,Travel_Rarely,Yes,15,2,2,2,2.0,1,1,3,2,2,3,2,10448,13,6,Yes
P-000538,RM1398,54,Female,Research & Development,Research Scientist,2,2,Life Sciences,Married,9,Travel_Rarely,No,9,4,3,2,3.0,1,3,3,2,3,3,6,2897,11,3,No
P-000539,RM1399,33,Male,Research & Development,Healthcare Representative,2,2,Life Sciences,Divorced,7,Travel_Frequently,No,9,9,7,2,8.0,4,3,3,3,3,4,2,5968,20,1,No
P-000540,RM140,30,Male,Human Resources,Human Resources,2,3,Human Resources,Married,9,Travel_Rarely,Yes,12,11,9,4,3.0,3,4,3,1,4,3,2,6347,19,0,No
P-000541,RM1400,43,Male,Research & Development,Healthcare Representative,3,3,Life Sciences,Married,11,Travel_Rarely,No,10,10,9,0,9.0,1,3,3,3,2,3,1,7510,17,1,No
P-000542,RM1401,38,Male,Human Resources,Human Resources,1,4,Other,Married,1,Travel_Frequently,Yes,7,6,2,1,2.0,4,2,3,3,2,3,2,2991,11,0,No
P-000543,RM1402,55,Male,Human Resources,Manager,5,4,Human Resources,Married,26,Travel_Rarely,Yes,35,10,9,1,4.0,3,2,4,3,1,3,0,19636,18,4,No
P-000544,RM1403,31,Female,Research & Development,Laboratory Technician,1,1,Medical,Divorced,2,Travel_Rarely,Yes,1,1,0,0,0.0,4,4,1,3,3,3,4,1129,11,1,No
P-000545,RM1404,39,Male,Sales,Sales Executive,4,4,Marketing,Single,15,Travel_Rarely,No,21,20,8,11,10.0,2,1,3,3,1,3,3,13341,12,0,No
P-000546,RM1405,42,Male,Research & Development,Research Scientist,2,2,Life Sciences,Single,23,Non-Travel,No,20,20,9,3,7.0,4,3,2,3,4,3,2,4332,12,1,No
P-000547,RM1406,31,Female,Research & Development,Research Director,3,3,Medical,Married,10,Non-Travel,No,13,11,7,4,8.0,3,3,3,4,3,4,2,11031,20,4,No
P-000548,RM1407,54,Female,Research & Development,Manufacturing Director,2,3,Medical,Single,10,Travel_Rarely,Yes,9,5,2,1,4.0,3,1,3,3,4,3,3,4440,19,6,No
P-000549,RM1408,24,Male,Research & Development,Healthcare Representative,2,2,Life Sciences,Single,1,Travel_Rarely,No,4,4,3,1,2.0,2,3,2,2,2,3,2,4617,12,1,No
P-000550,RM1409,23,Male,Research & Development,Laboratory Technician,1,2,Other,Single,12,Travel_Rarely,No,5,5,2,1,4.0,4,4,3,4,3,3,6,2647,13,1,No
P-000551,RM141,32,Female,Research & Development,Laboratory Technician,1,3,Medical,Single,9,Travel_Rarely,No,10,5,4,0,3.0,1,1,3,4,1,4,2,4200,22,7,Yes
P-000552,RM1410,40,Female,Research & Development,Laboratory Technician,2,3,Technical Degree,Married,11,Travel_Frequently,No,10,10,9,9,4.0,4,3,3,4,1,3,2,6323,11,1,No
P-000553,RM1411,40,Female,Sales,Sales Executive,2,2,Marketing,Married,2,Travel_Rarely,No,15,11,8,5,10.0,2,2,3,3,3,3,4,5677,14,3,No
P-000554,RM1412,25,Female,Human Resources,Human Resources,1,3,Human Resources,Married,2,Travel_Rarely,No,6,2,0,1,2.0,3,2,3,3,3,3,3,2187,14,4,No
P-000555,RM1413,30,Male,Research & Development,Laboratory Technician,1,2,Medical,Married,1,Travel_Rarely,No,12,12,8,1,7.0,4,2,3,2,3,3,6,3748,13,1,No
P-000556,RM1414,25,Male,Research & Development,Laboratory Technician,1,1,Other,Divorced,2,Travel_Rarely,Yes,7,2,2,0,2.0,4,3,3,2,3,3,2,3977,19,6,No
P-000557,RM1415,47,Male,Research & Development,Healthcare Representative,3,3,Medical,Single,25,Travel_Rarely,No,25,17,14,12,11.0,1,3,3,3,2,4,3,8633,23,2,No
P-000558,RM1416,33,Male,Research & Development,Laboratory Technician,1,2,Medical,Divorced,1,Non-Travel,No,1,1,1,0,0.0,2,3,2,2,3,3,2,2008,12,1,No
P-000559,RM1417,38,Male,Sales,Sales Executive,2,4,Life Sciences,Married,1,Travel_Rarely,No,16,15,13,5,8.0,4,2,3,3,1,3,3,4440,15,0,No
P-000560,RM1418,31,Male,Sales,Sales Representative,1,2,Life Sciences,Married,2,Travel_Rarely,No,3,2,2,1,2.0,1,3,3,3,3,3,1,3067,19,0,No
P-000561,RM1419,38,Male,Research & Development,Manufacturing Director,2,4,Life Sciences,Married,6,Travel_Frequently,No,10,8,3,7,7.0,1,3,2,3,4,3,1,5321,11,2,No
P-000562,RM142,45,Male,Research & Development,Research Scientist,1,3,Medical,Single,29,Travel_Rarely,No,9,6,5,0,3.0,3,4,3,2,2,3,2,3452,13,5,No
P-000563,RM1420,42,Male,Research & Development,Research Scientist,2,4,Life Sciences,Divorced,18,Travel_Rarely,Yes,9,4,3,1,2.0,4,1,3,2,3,3,3,5410,17,6,No
P-000564,RM1421,41,Male,Research & Development,Research Scientist,1,3,Life Sciences,Married,1,Travel_Rarely,No,12,5,3,1,0.0,4,4,3,3,1,4,3,2782,22,3,No
P-000565,RM1422,47,Female,Research & Development,Research Director,3,1,Medical,Married,1,Non-Travel,No,14,13,8,5,12.0,3,2,3,1,1,3,3,11957,18,0,No
P-000566,RM1423,35,Male,Research & Development,Laboratory Technician,1,4,Medical,Married,11,TravelRarely,Yes,5,2,2,2,2.0,4,3,3,3,3,3,3,2660,11,7,No
P-000567,RM1424,22,Male,Research & Development,Research Scientist,1,2,Life Sciences,Single,1,Travel_Rarely,No,4,3,2,1,2.0,4,3,3,4,4,3,2,3375,12,0,No
P-000568,RM1425,35,Male,Research & Development,Research Scientist,2,4,Medical,Single,9,Travel_Rarely,No,10,10,7,0,8.0,2,3,3,3,2,3,5,5098,19,1,No
P-000569,RM1426,33,Female,Research & Development,Healthcare Representative,2,2,Medical,Married,15,Travel_Rarely,Yes,10,9,7,8,1.0,2,4,3,3,1,3,6,4878,13,0,No
P-000570,RM1427,32,Female,Research & Development,Laboratory Technician,1,4,Life Sciences,Single,29,Travel_Rarely,No,6,6,2,4,1.0,3,2,2,3,3,3,3,2837,13,1,No
P-000571,RM1428,40,Male,Research & Development,Laboratory Technician,1,4,Life Sciences,Married,1,Travel_Rarely,No,8,1,0,0,0.0,1,4,3,2,3,3,3,2406,19,8,No
P-000572,RM1429,32,Male,Sales,Sales Representative,1,4,Medical,Married,1,Travel_Rarely,No,3,2,2,2,2.0,2,2,2,3,2,3,2,2269,14,0,No
P-000573,RM143,38,Female,Research & Development,Research Scientist,2,5,Technical Degree,Single,3,Travel_Rarely,Yes,19,3,2,2,3.0,4,3,3,3,2,4,2,4317,20,3,No
P-000574,RM1430,39,Male,Research & Development,Research Scientist,2,1,Life Sciences,Single,24,Travel_Rarely,No,18,7,7,1,7.0,1,4,3,3,1,3,2,4108,13,7,No
P-000575,RM1431,38,Female,Research & Development,Research Director,3,3,Medical,Married,10,Travel_Rarely,No,20,18,16,1,11.0,2,3,1,3,1,3,3,13206,12,3,No
P-000576,RM1432,32,Female,Sales,Sales Executive,3,4,Marketing,Married,1,Travel_Rarely,No,14,14,10,5,7.0,3,4,3,3,3,3,3,10422,19,1,No
P-000577,RM1433,37,Female,Research & Development,Research Director,3,3,Life Sciences,Married,10,Travel_Rarely,Yes,16,16,11,6,8.0,3,4,4,3,1,4,2,13744,25,1,No
P-000578,RM1434,25,Female,Sales,Sales Executive,2,2,Other,Divorced,8,Travel_Rarely,Yes,6,5,3,0,4.0,1,3,3,2,2,4,3,4907,22,0,No
P-000579,RM1435,52,Male,Sales,Sales Representative,1,4,Life Sciences,Divorced,29,Non-Travel,No,16,9,8,0,0.0,1,4,3,2,2,3,3,3482,15,2,No
P-000580,RM1436,44,Male,Research & Development,Research Scientist,1,3,Medical,Single,1,Travel_Rarely,Yes,6,4,3,1,2.0,2,4,3,3,3,3,2,2436,12,6,No
P-000581,RM1437,21,Male,Sales,Sales Representative,1,1,Medical,Single,5,Travel_Rarely,Yes,2,2,2,1,2.0,3,1,3,3,4,3,6,2380,11,1,No
P-000582,RM1438,39,Male,Research & Development,Manager,5,3,Life Sciences,Single,9,Non-Travel,No,21,6,0,1,3.0,4,4,3,2,3,3,3,19431,13,2,No
P-000583,RM1439,23,Male,Sales,Sales Representative,1,3,Marketing,Married,9,Travel_Frequently,No,1,1,0,1,0.0,4,1,3,2,1,3,3,1790,19,1,Yes
P-000584,RM144,30,Female,Research & Development,Research Scientist,1,3,Life Sciences,Single,18,Travel_Rarely,No,5,5,4,0,3.0,1,3,3,2,3,3,4,2632,14,1,No
P-000585,RM1440,36,Female,Sales,Sales Executive,3,3,Medical,Married,3,Travel_Rarely,No,10,9,7,3,4.0,1,4,2,3,3,3,2,7644,19,0,No
P-000586,RM1441,36,Female,Research & Development,Manufacturing Director,2,2,Life Sciences,Divorced,4,Travel_Frequently,No,18,4,2,0,2.0,4,2,3,3,2,3,3,5131,13,7,No
P-000587,RM1442,56,Male,Research & Development,Healthcare Representative,2,4,Life Sciences,Divorced,1,Non-Travel,No,13,13,12,1,9.0,3,3,3,2,1,4,2,6306,21,1,No
P-000588,RM1443,29,Male,Research & Development,Research Scientist,1,4,Medical,Married,1,Travel_Rarely,Yes,4,2,2,2,2.0,1,4,3,4,2,3,3,4787,14,9,Yes
P-000589,RM1444,42,Male,Research & Development,Manager,5,3,Life Sciences,Married,2,Travel_Rarely,No,24,22,6,4,14.0,1,3,3,2,1,3,2,18880,11,5,No
P-000590,RM1445,56,Male,Research & Development,Laboratory Technician,1,2,Technical Degree,Married,7,Travel_Rarely,No,14,10,9,9,8.0,4,3,3,1,4,3,4,2339,11,8,Yes
P-000591,RM1446,41,Female,Research & Development,Manufacturing Director,4,4,Life Sciences,Married,28,Travel_Rarely,No,21,20,7,0,10.0,1,2,2,3,3,4,3,13570,23,0,No
P-000592,RM1447,34,Female,Sales,Sales Executive,2,3,Marketing,Married,28,Travel_Rarely,No,8,8,7,1,7.0,4,3,2,3,4,4,2,6712,21,1,No
P-000593,RM1448,36,Male,Sales,Sales Executive,2,4,Marketing,Divorced,15,Non-Travel,No,15,15,12,11,11.0,4,4,1,2,1,4,4,5406,24,1,No
P-000594,RM1449,41,Male,Sales,Sales Executive,2,3,Life Sciences,Divorced,3,Travel_Rarely,No,14,5,4,0,4.0,3,2,2,3,3,3,5,8938,11,2,No
P-000595,RM145,32,Male,Sales,Sales Executive,2,2,Medical,Divorced,9,Travel_Frequently,No,9,8,7,0,3.0,4,4,1,4,4,3,2,4668,17,0,No
P-000596,RM1450,32,Male,Research & Development,Research Scientist,1,3,Technical Degree,Single,2,Travel_Rarely,No,4,4,2,1,2.0,4,1,3,3,4,3,4,2439,14,1,No
P-000597,RM1451,35,Female,Human Resources,Human Resources,3,4,Life Sciences,Single,26,Travel_Rarely,Yes,9,9,0,1,7.0,3,4,3,3,3,3,2,8837,16,1,No
P-000598,RM1452,38,Female,Sales,Sales Executive,2,2,Life Sciences,Married,10,TravelRarely,No,10,10,7,1,9.0,1,4,3,3,3,3,1,5343,11,1,No
P-000599,RM1453,50,Male,Sales,Sales Executive,2,4,Life Sciences,Divorced,1,Travel_Frequently,No,12,6,3,0,1.0,2,3,3,3,4,3,3,6728,12,7,Yes
P-000600,RM1454,36,Female,Sales,Sales Executive,2,4,Marketing,Married,11,Travel_Rarely,No,8,6,3,0,0.0,2,4,2,2,1,3,2,6652,13,4,No
P-000601,RM1455,45,Female,Sales,Sales Executive,2,3,Life Sciences,Single,20,Travel_Rarely,No,8,5,3,0,1.0,4,3,3,3,3,3,3,4850,15,8,No
P-000602,RM1456,40,Male,Research & Development,Research Scientist,1,4,Life Sciences,Single,2,Travel_Rarely,No,8,2,2,2,2.0,3,3,2,3,4,3,2,2809,14,2,No
P-000603,RM1457,35,Male,Research & Development,Healthcare Representative,2,4,Life Sciences,Married,18,Travel_Frequently,Yes,10,10,2,0,2.0,3,3,3,4,4,3,2,5689,14,1,No
P-000604,RM1458,40,Female,Research & Development,Research Scientist,1,4,Medical,Married,2,Travel_Rarely,No,20,5,3,0,2.0,3,3,3,3,2,3,2,2001,14,2,No
P-000605,RM1459,35,Female,Research & Development,Research Scientist,1,4,Life Sciences,Married,1,Travel_Rarely,No,4,4,3,1,1.0,3,4,1,3,4,3,5,2977,12,1,No
P-000606,RM146,30,Female,Research & Development,Research Scientist,1,3,Technical Degree,Divorced,5,Travel_Rarely,No,8,3,2,2,3.0,4,1,3,3,4,3,3,3204,14,5,No
P-000607,RM1460,29,Male,Research & Development,Laboratory Technician,2,2,Other,Married,13,Travel_Rarely,Yes,10,4,3,0,3.0,4,2,2,3,1,3,2,4025,13,4,No
P-000608,RM1461,29,Female,Research & Development,Research Scientist,1,4,Medical,Single,28,Travel_Rarely,No,5,5,4,0,4.0,4,1,2,1,2,3,3,3785,14,1,No
P-000609,RM1462,50,Male,Sales,Sales Executive,3,3,Marketing,Divorced,28,Travel_Rarely,Yes,20,3,2,2,0.0,4,1,2,3,2,3,3,10854,13,4,Yes
P-000610,RM1463,39,Female,Sales,Sales Executive,4,1,Marketing,Married,24,Travel_Rarely,No,21,20,9,9,6.0,2,4,2,2,1,3,2,12031,11,0,No
P-000611,RM1464,31,Male,Research & Development,Manufacturing Director,2,3,Medical,Single,5,Non-Travel,No,10,9,4,1,7.0,2,1,3,3,2,3,2,9936,19,0,No
P-000612,RM1465,26,Female,Sales,Sales Representative,1,3,Other,Single,5,Travel_Rarely,No,5,4,2,0,0.0,4,3,2,3,4,3,2,2966,18,0,No
P-000613,RM1466,36,Male,Research & Development,Laboratory Technician,2,2,Medical,Married,23,Travel_Frequently,No,17,5,2,0,3.0,3,4,4,3,3,3,3,2571,17,4,No
P-000614,RM1467,39,Male,Research & Development,Healthcare Representative,3,1,Medical,Married,6,Travel_Rarely,No,9,7,7,1,7.0,4,1,2,3,1,3,5,9991,15,4,No
P-000615,RM1468,27,Male,Research & Development,Manufacturing Director,2,3,Life Sciences,Married,4,Travel_Rarely,Yes,6,6,2,0,3.0,2,2,4,3,2,4,0,6142,20,1,No
P-000616,RM1469,49,Male,Sales,Sales Executive,2,3,Medical,Married,2,Travel_Frequently,No,17,9,6,0,8.0,4,2,2,2,4,3,3,5390,14,2,No
P-000617,RM147,30,Male,Research & Development,Laboratory Technician,1,1,Medical,Single,2,Travel_Rarely,No,6,5,3,1,3.0,2,4,2,3,4,3,3,2720,13,0,No
P-000618,RM1470,34,Male,Research & Development,Laboratory Technician,2,3,Medical,Married,8,TravelRarely,No,6,4,3,1,2.0,2,3,4,4,1,3,3,4404,12,2,No
P-000619,RM148,41,Male,Research & Development,Manager,4,3,Life Sciences,Divorced,10,Travel_Frequently,No,21,7,6,7,7.0,4,1,2,2,2,3,2,17181,13,4,No
P-000620,RM149,41,Male,Research & Development,Laboratory Technician,1,4,Life Sciences,Married,9,Travel_Rarely,No,7,5,0,1,4.0,3,1,3,3,4,4,2,2238,21,2,No
P-000621,RM150,19,Female,Research & Development,Laboratory Technician,1,1,Medical,Single,3,Travel_Rarely,No,1,1,0,0,0.0,2,2,3,3,4,3,3,1483,14,1,No
P-000622,RM151,40,Female,Research & Development,Research Scientist,2,3,Medical,Divorced,26,Travel_Frequently,No,20,20,7,2,13.0,2,2,3,3,1,3,2,5605,11,1,No
P-000623,RM152,35,Male,Sales,Sales Executive,3,5,Marketing,Married,1,Travel_Rarely,No,10,10,8,0,6.0,3,2,3,3,1,3,3,7295,13,1,No
P-000624,RM153,53,Male,Sales,Sales Representative,2,2,Marketing,Married,6,Travel_Rarely,Yes,13,7,7,4,5.0,2,3,3,1,4,4,3,2306,20,2,No
P-000625,RM154,45,Male,Research & Development,Laboratory Technician,2,3,Life Sciences,Divorced,9,Travel_Rarely,No,20,17,9,0,15.0,2,2,3,1,3,3,2,2348,18,8,No
